equipment_id,days_since_maintenance,total_usage_hours,avg_daily_usage,procedure_count,needs_maintenance_soon
EQ0005,4,12.166666666666666,3.0416666666666665,4,True
EQ0005,16,32.13333333333333,2.0083333333333333,14,True
EQ0005,1,7.9,7.9,3,True
EQ0005,12,36.4,3.033333333333333,16,True
EQ0005,3,11.633333333333333,3.8777777777777778,5,True
EQ0005,3,3.533333333333333,1.1777777777777778,2,True
EQ0005,4,19.4,4.85,7,True
EQ0005,5,7.833333333333333,1.5666666666666667,6,True
EQ0005,7,28.166666666666668,4.023809523809524,13,True
EQ0005,4,12.016666666666667,3.004166666666667,5,True
EQ0005,4,13.316666666666666,3.3291666666666666,6,True
EQ0005,15,28.483333333333334,1.8988888888888888,12,True
EQ0005,5,12.416666666666666,2.4833333333333334,5,True
EQ0005,10,27.15,2.715,11,True
EQ0005,2,15.7,7.85,6,True
EQ0005,1,4.65,4.65,2,True
EQ0005,9,23.816666666666666,2.6462962962962964,12,True
EQ0005,4,7.3,1.825,5,True
EQ0005,9,22.416666666666668,2.490740740740741,10,True
EQ0005,9,12.666666666666666,1.4074074074074074,6,True
EQ0005,5,6.7,1.34,3,True
EQ0005,12,19.233333333333334,1.6027777777777779,10,True
EQ0005,5,12.583333333333334,2.5166666666666666,6,True
EQ0005,10,13.766666666666667,1.3766666666666667,8,True
EQ0005,9,31.4,3.488888888888889,13,True
EQ0005,1,5.95,5.95,4,True
EQ0005,4,12.55,3.1375,5,True
EQ0005,5,16.433333333333334,3.2866666666666666,5,True
EQ0005,1,3.9833333333333334,3.9833333333333334,2,True
EQ0005,4,8.95,2.2375,5,True
EQ0005,6,20.333333333333332,3.388888888888889,11,True
EQ0005,5,13.133333333333333,2.6266666666666665,6,True
EQ0005,13,27.966666666666665,2.151282051282051,12,True
EQ0005,4,11.433333333333334,2.8583333333333334,5,True
EQ0005,6,11.216666666666667,1.8694444444444445,6,True
EQ0005,10,25.783333333333335,2.5783333333333336,11,True
EQ0005,3,8.583333333333334,2.861111111111111,4,True
EQ0005,999,6.183333333333334,0.006189522856189523,2,True
EQ0006,15,13.166666666666666,0.8777777777777778,6,True
EQ0006,29,14.366666666666667,0.49540229885057474,5,True
EQ0006,20,17.933333333333334,0.8966666666666667,10,True
EQ0006,29,21.45,0.7396551724137931,8,True
EQ0006,14,14.566666666666666,1.0404761904761906,7,True
EQ0006,21,18.7,0.8904761904761904,10,True
EQ0006,14,8.933333333333334,0.6380952380952382,5,True
EQ0006,23,24.116666666666667,1.0485507246376813,11,True
EQ0006,19,14.633333333333333,0.7701754385964912,6,True
EQ0006,33,21.15,0.6409090909090909,12,True
EQ0006,27,19.65,0.7277777777777777,11,True
EQ0006,19,18.983333333333334,0.9991228070175439,8,True
EQ0006,18,15.733333333333333,0.874074074074074,8,True
EQ0006,6,12.95,2.158333333333333,5,True
EQ0006,23,21.816666666666666,0.9485507246376812,9,True
EQ0006,16,19.9,1.24375,10,True
EQ0006,21,20.916666666666668,0.996031746031746,7,True
EQ0006,32,18.666666666666668,0.5833333333333334,11,True
EQ0006,15,13.366666666666667,0.8911111111111112,6,True
EQ0006,21,20.633333333333333,0.9825396825396825,10,True
EQ0006,13,10.133333333333333,0.7794871794871795,7,True
EQ0006,18,14.916666666666666,0.8287037037037037,7,True
EQ0006,8,17.716666666666665,2.214583333333333,6,True
EQ0006,8,13.65,1.70625,5,True
EQ0006,20,33.233333333333334,1.6616666666666666,13,True
EQ0006,10,8.983333333333333,0.8983333333333332,4,True
EQ0006,37,20.583333333333332,0.5563063063063063,8,True
EQ0006,18,14.4,0.8,7,True
EQ0006,19,18.566666666666666,0.9771929824561404,8,True
EQ0006,25,30.8,1.232,12,True
EQ0006,3,3.8,1.2666666666666666,1,True
EQ0006,18,11.883333333333333,0.6601851851851852,6,True
EQ0006,13,14.183333333333334,1.0910256410256411,6,True
EQ0006,18,9.85,0.5472222222222222,4,True
EQ0006,9,14.266666666666667,1.5851851851851853,6,True
EQ0006,16,18.05,1.128125,9,True
EQ0006,16,21.983333333333334,1.3739583333333334,8,True
EQ0006,12,15.65,1.3041666666666667,6,True
EQ0006,128,6.816666666666666,0.05325520833333333,3,True
EQ0007,6,18.15,3.025,9,True
EQ0007,5,16.883333333333333,3.3766666666666665,8,True
EQ0007,4,8.483333333333333,2.120833333333333,3,True
EQ0007,5,10.2,2.04,4,True
EQ0007,5,8.85,1.77,6,True
EQ0007,18,27.066666666666666,1.5037037037037038,12,True
EQ0007,4,8.933333333333334,2.2333333333333334,3,True
EQ0007,15,21.366666666666667,1.4244444444444444,8,True
EQ0007,11,13.9,1.2636363636363637,8,True
EQ0007,11,16.366666666666667,1.487878787878788,6,True
EQ0007,15,25.266666666666666,1.6844444444444444,11,True
EQ0007,11,20.3,1.8454545454545455,9,True
EQ0007,3,5.516666666666667,1.8388888888888888,3,True
EQ0007,14,39.35,2.810714285714286,17,True
EQ0007,4,7.066666666666666,1.7666666666666666,4,True
EQ0007,15,17.533333333333335,1.168888888888889,9,True
EQ0007,7,11.966666666666667,1.7095238095238094,5,True
EQ0007,9,13.65,1.5166666666666666,5,True
EQ0007,14,22.5,1.6071428571428572,10,True
EQ0007,10,27.683333333333334,2.7683333333333335,13,True
EQ0007,6,6.066666666666666,1.011111111111111,4,True
EQ0007,8,22.8,2.85,8,True
EQ0007,20,20.0,1.0,9,True
EQ0007,5,5.883333333333334,1.1766666666666667,3,True
EQ0007,24,13.55,0.5645833333333333,7,True
EQ0007,13,15.133333333333333,1.164102564102564,11,True
EQ0007,16,28.7,1.79375,12,True
EQ0007,16,18.883333333333333,1.1802083333333333,8,True
EQ0007,12,24.35,2.029166666666667,9,True
EQ0007,10,12.4,1.24,5,True
EQ0007,10,15.7,1.5699999999999998,7,True
EQ0007,15,27.016666666666666,1.801111111111111,13,True
EQ0007,14,5.516666666666667,0.39404761904761904,2,True
EQ0007,12,23.316666666666666,1.9430555555555555,10,True
EQ0007,4,11.75,2.9375,5,True
EQ0007,14,18.3,1.3071428571428572,9,True
EQ0007,12,25.016666666666666,2.084722222222222,10,True
EQ0007,7,13.166666666666666,1.880952380952381,7,True
EQ0007,11,16.5,1.5,9,True
EQ0007,28,12.083333333333334,0.43154761904761907,8,True
EQ0007,15,26.533333333333335,1.768888888888889,9,True
EQ0007,6,14.066666666666666,2.3444444444444446,6,True
EQ0007,20,21.416666666666668,1.0708333333333333,10,True
EQ0007,13,8.65,0.6653846153846155,3,True
EQ0007,10,16.5,1.65,6,True
EQ0007,12,23.866666666666667,1.988888888888889,11,True
EQ0007,8,11.7,1.4625,6,True
EQ0007,10,11.933333333333334,1.1933333333333334,5,True
EQ0007,10,20.9,2.09,8,True
EQ0007,24,22.95,0.9562499999999999,9,True
EQ0007,9,19.333333333333332,2.148148148148148,8,True
EQ0007,3,6.0,2.0,2,True
EQ0007,8,16.166666666666668,2.0208333333333335,7,True
EQ0007,8,19.833333333333332,2.4791666666666665,8,True
EQ0007,3,15.6,5.2,5,True
EQ0007,30,22.216666666666665,0.7405555555555555,10,True
EQ0007,10,17.416666666666668,1.7416666666666667,9,True
EQ0007,14,23.833333333333332,1.7023809523809523,7,True
EQ0007,9,11.683333333333334,1.2981481481481483,5,True
EQ0007,81,16.433333333333334,0.202880658436214,6,True
EQ0008,29,20.416666666666668,0.7040229885057472,10,True
EQ0008,17,9.783333333333333,0.5754901960784313,3,True
EQ0008,21,19.816666666666666,0.9436507936507936,8,True
EQ0008,14,16.866666666666667,1.2047619047619047,8,True
EQ0008,24,19.233333333333334,0.8013888888888889,7,True
EQ0008,23,21.7,0.9434782608695652,9,True
EQ0008,11,12.733333333333333,1.1575757575757575,6,True
EQ0008,17,30.45,1.7911764705882351,12,True
