equipment_id,days_since_maintenance,total_usage_hours,avg_daily_usage,procedure_count,needs_maintenance_soon
EQ0147,66,441,2.1484828923718324,348,1
EQ0148,170,1824,7.102035344573387,153,1
EQ0149,45,4522,3.7879474021089625,273,1
EQ0150,62,1892,9.76829690816919,95,1
EQ0151,134,1859,6.589234734780654,213,1
EQ0152,28,3312,8.313565354526428,293,1
EQ0153,28,1089,1.75898439104756,208,1
EQ0154,108,2362,8.689137581589915,342,1
EQ0155,44,2582,9.266193309877247,87,1
EQ0156,84,1051,5.127088228779891,305,1
EQ0157,30,822,6.259402908634286,263,1
EQ0158,75,3489,7.765693108578457,424,1
EQ0159,128,2179,2.160966958973919,389,1
EQ0160,92,2817,5.274377726402703,324,1
EQ0161,129,2432,4.287298763836974,427,1
EQ0162,121,3476,1.8905529255413667,376,1
EQ0163,27,4624,3.991577011769549,319,1
EQ0164,121,1600,1.1476369391621888,156,1
EQ0165,116,385,0.7452131160201263,155,1
EQ0166,3,3595,1.7840797469708163,138,1
EQ0167,103,2165,9.649593560097152,120,1
EQ0168,155,868,5.720530591002661,64,1
EQ0169,137,3157,9.67531053095559,106,1
EQ0170,62,4389,4.608729844136254,146,1
EQ0171,165,2261,3.462253264309966,136,1
EQ0172,51,3393,5.3083476969823185,410,1
EQ0173,172,1046,4.675361042012646,161,1
EQ0174,152,3435,1.503814500486567,427,1
EQ0175,59,4250,6.587849989556959,451,1
EQ0176,118,4995,2.5523627338411963,99,1
EQ0177,160,4973,6.386085571529381,337,1
EQ0178,96,1581,6.676910377782457,398,1
EQ0179,113,2001,1.944236104722157,306,1
EQ0180,62,3551,1.0828214575513475,140,1
EQ0181,52,4164,7.917235067650179,82,1
EQ0182,12,154,4.868104025808542,176,1
EQ0183,39,1923,1.05255605730202,197,1
EQ0184,130,3562,9.951230013112788,111,1
EQ0185,131,3179,1.048915329465483,55,1
EQ0186,113,932,7.102834674156255,459,1
EQ0187,101,4508,9.84494979000243,178,1
EQ0188,113,2906,2.7722109900512932,420,1
EQ0189,81,2590,1.8513690025283638,400,1
EQ0190,113,427,1.6531569245130746,185,1
EQ0191,2,3410,3.381113901892158,470,1
EQ0192,130,3400,1.4599352046011436,217,1
EQ0193,54,3775,7.075532746094253,412,1
EQ0194,87,3154,1.0917720822355956,416,1
EQ0195,129,2243,5.339510217423002,315,1
EQ0196,147,1411,9.968620111603279,474,1
EQ0197,126,3291,8.23271756030718,216,1
EQ0198,130,2638,6.3445846631946035,119,1
EQ0199,53,4083,3.409409397472811,438,1
EQ0200,172,4647,6.427010444770565,393,1
EQ0201,160,264,5.50689390716069,174,1
EQ0202,160,4377,4.547792146958529,22,1
EQ0203,68,922,1.741748579031895,212,1
EQ0204,123,1043,8.922740044784433,404,1
EQ0205,145,4525,4.772954163802564,234,1
EQ0206,38,874,2.348913862297268,12,1
EQ0207,24,2298,3.9937138333342515,100,1
EQ0208,69,3256,4.434232649024807,416,1
EQ0209,116,4342,8.361610007885306,23,1
EQ0210,98,3795,7.46933661533332,363,1
EQ0211,139,3552,7.808396489592728,10,1
EQ0212,144,1014,0.6047970120721485,272,1
EQ0213,97,1408,4.453462982707734,451,1
EQ0214,124,4277,5.072769440535574,430,1
EQ0215,70,613,0.6823266298190385,280,1
EQ0216,93,2020,2.968225483077825,93,1
EQ0217,3,3694,7.722753319660282,200,1
EQ0218,148,4941,1.802542204425491,20,1
EQ0219,164,1509,5.585446248799621,339,1
EQ0220,147,4902,2.5444177841637563,466,1
EQ0221,90,4666,0.615147359116986,210,1
EQ0222,147,3290,2.7914138471956442,139,1
EQ0223,148,4591,9.77080067164551,292,1
EQ0224,96,1655,8.1146025628884,297,1
EQ0225,52,904,9.615978121049817,400,1
EQ0226,161,1379,5.134613417300443,100,1
EQ0227,168,3677,1.5424938874362832,303,1
EQ0228,128,3001,5.705615145250083,358,1
EQ0229,39,1487,4.816584678319629,27,1
EQ0230,82,4788,8.521392286026352,40,1
EQ0231,104,2861,1.4317845174503236,354,1
EQ0232,129,2779,5.1382908017068925,302,1
EQ0233,11,2206,1.9254623145928504,495,1
EQ0234,178,4323,3.5844213054555696,145,1
EQ0235,151,4931,7.504892235184097,255,1
EQ0236,159,2868,5.022172229003282,461,1
EQ0237,42,4053,4.070938708884809,226,1
EQ0238,99,3286,4.247524646415336,235,1
EQ0239,7,3380,4.8647442998568735,360,1
EQ0240,144,2673,7.957657166452041,379,1
EQ0241,90,4716,8.974804544932226,454,1
EQ0242,112,2699,9.575679521787318,488,1
EQ0243,60,4133,7.975582169425303,12,1
EQ0244,113,336,3.496365509606121,209,1
EQ0245,2,1404,7.03727970782215,228,1
EQ0246,129,3530,4.657229678526223,396,1
EQ0247,48,1401,2.919370909437486,99,1
EQ0248,140,2641,8.488280004546265,30,1
EQ0249,37,2151,0.8650503151420874,385,1
EQ0250,160,541,9.066738925286524,15,1
EQ0251,9,2176,4.884035913934975,136,1
EQ0252,99,3280,6.553414029678664,328,1
EQ0253,147,2757,6.7638622609549355,165,1
EQ0254,48,3898,9.003618536712096,458,1
EQ0255,131,904,6.54836198058847,309,1
EQ0256,148,174,6.332369055220587,439,1
EQ0257,152,2275,1.1331943853265547,469,1
EQ0258,54,4024,5.424876208479438,480,1
EQ0259,120,2189,1.9266055077618958,99,1
EQ0260,161,140,7.505620802854113,108,1
EQ0261,152,2181,5.366108247720407,342,1
EQ0262,116,4783,6.9621639024793565,172,1
EQ0263,75,1722,0.8958925557226505,236,1
EQ0264,113,441,1.3055241524351306,161,1
EQ0265,164,4152,7.305072186595481,392,1
EQ0266,166,2174,1.1848011919873969,215,1
EQ0267,104,745,1.1769389137699566,263,1
EQ0268,84,4926,0.6150305147314308,262,1
EQ0269,112,4363,9.58676328384506,291,1
EQ0270,99,709,7.506329414860566,273,1
EQ0271,153,554,3.8558883807696094,2,1
EQ0272,93,3053,3.3170880222327246,27,1
EQ0273,146,1808,3.8221806825855706,325,1
EQ0274,128,3572,7.859208546221228,491,1
EQ0275,110,3069,6.7830208051689365,427,1
EQ0276,82,3128,2.2593578947409454,148,1
EQ0277,54,4897,2.154038685673801,27,1
EQ0278,163,2781,1.4347586722772745,487,1
EQ0279,169,3729,6.7728758371627125,309,1
EQ0280,161,4325,7.761540291106492,437,1
EQ0281,68,3167,3.0179410690875383,64,1
EQ0282,33,1486,0.6989771297936718,355,1
EQ0283,142,3876,1.2806308410260598,20,1
EQ0284,21,2966,9.694670331027789,251,1
EQ0285,48,4888,3.3067253860354926,234,1
EQ0286,148,3463,7.807619904462269,226,1
EQ0287,128,4989,6.434303904115506,12,1
EQ0288,136,4224,4.128426576702511,312,1
EQ0289,135,248,2.4540289908577737,48,1
EQ0290,145,3950,1.653170972514361,117,1
EQ0291,128,2158,6.3426231963692326,53,1
EQ0292,33,1236,7.859020916058986,137,1
EQ0293,176,286,6.617090408640742,52,1
EQ0294,115,2954,5.537870265867004,43,1
EQ0295,119,1350,0.8985366226005445,302,1
EQ0296,22,1433,9.700643387146647,52,1
EQ0297,158,4293,8.087784820718458,73,1
EQ0298,38,4250,3.281809348659165,45,1
EQ0299,109,2811,9.809718128909081,12,1
EQ0300,51,4953,6.21787510154506,164,1
EQ0301,8,4601,6.033015252968841,101,1
EQ0302,27,1885,7.606695204580555,279,1
EQ0303,27,850,8.211812986856307,257,1
EQ0304,21,1862,6.736546769649276,469,1
EQ0305,30,4020,1.7169095904789002,336,1
EQ0306,97,4560,3.713541306947735,355,1
EQ0307,28,581,9.316794583097472,397,1
EQ0308,111,253,2.6338483125165935,137,1
EQ0309,61,1624,4.035586726456376,162,1
EQ0310,48,2220,4.604730387969862,408,1
EQ0311,147,2443,4.674347402097296,386,1
EQ0312,4,1340,6.322926033697993,110,1
EQ0313,35,160,9.459220458574721,101,1
EQ0314,49,1038,2.7865807624087973,16,1
EQ0315,17,1739,1.6542630748587217,267,1
EQ0316,172,4220,2.3759696536694044,181,1
EQ0317,158,4326,8.925786551988061,371,1
EQ0318,46,3669,6.6352027202244575,23,1
EQ0319,117,1352,3.216114497772021,28,1
EQ0320,6,4303,8.251495920201865,170,1
EQ0321,99,271,8.683014965452642,408,1
EQ0322,124,1558,8.541886217557641,227,1
EQ0323,37,3649,9.229802069575767,377,1
EQ0324,24,4297,2.896289691646935,187,1
EQ0325,93,2422,7.672898323089644,345,1
EQ0326,46,1736,4.87512522410433,229,1
EQ0327,95,3215,8.498986252455584,320,1
EQ0328,99,4190,7.420661433035326,339,1
EQ0329,116,3104,7.876250741747384,118,1
EQ0330,160,429,6.733537457970179,155,1
EQ0331,161,3740,2.185573309962215,271,1
EQ0332,67,3994,5.677755729520914,174,1
EQ0333,128,4207,9.854362525482827,464,1
EQ0334,18,1441,9.40518663172263,103,1
EQ0335,25,3763,0.9101504900716109,91,1
EQ0336,54,315,2.0657407494296525,185,1
EQ0337,58,438,1.751423347818338,459,1
EQ0338,67,4162,7.396809144860307,282,1
EQ0339,104,2808,8.268960633640978,180,1
EQ0340,174,3252,2.5283579799513833,169,1
EQ0341,24,1850,5.305600583042375,186,1
EQ0342,114,2521,8.486678766106401,174,1
EQ0343,32,809,7.461614675279381,221,1
EQ0344,175,3826,5.651253452172559,232,1
EQ0345,86,3742,6.1083030593583425,161,1
EQ0346,151,4093,5.32942519570466,420,1
EQ0347,127,588,3.3267102875287953,133,1
EQ0348,155,146,5.867708932160653,390,1
EQ0349,130,3459,7.0444103694758615,479,1
EQ0350,17,4973,8.796567700677674,223,1
EQ0351,104,4906,6.544767862802857,152,1
EQ0352,161,500,7.730654601910001,32,1
EQ0353,137,4090,2.0206805320684436,54,1
EQ0354,43,3257,4.884796006988004,441,1
EQ0355,176,4445,0.5886503883573864,6,1
EQ0356,39,490,2.8434492129554187,243,1
EQ0357,170,3953,7.401386293573546,312,1
EQ0358,26,4530,9.922194537818953,125,1
EQ0359,99,728,1.442191946078551,11,1
EQ0360,50,4332,4.314196000682238,15,1
EQ0361,153,3030,8.100674202642015,207,1
EQ0362,152,1621,2.4383385289745387,42,1
EQ0363,13,926,5.773307018371719,372,1
EQ0364,60,4922,7.464177312281911,483,1
EQ0365,135,1600,6.351861777471701,460,1
EQ0366,57,3394,2.286234978846453,134,1
EQ0367,36,2519,3.8761534025145243,227,1
EQ0368,173,1034,7.946021952611273,110,1
EQ0369,20,3142,5.765151884254158,306,1
EQ0370,65,4597,0.5496813286576709,456,1
EQ0371,8,1566,7.729412220266892,159,1
EQ0372,144,3661,0.8354578719322712,330,1
EQ0373,142,714,7.5844709359467055,263,1
EQ0374,115,1282,2.4235653215697557,224,1
EQ0375,143,3323,9.601698061134112,470,1
EQ0376,92,2767,3.9954371373698025,216,1
EQ0377,98,230,3.6058503552117513,455,1
EQ0378,66,3083,1.9144364781582244,44,1
EQ0379,32,4378,3.403240047157041,213,1
EQ0380,86,4559,8.828182237367905,58,1
EQ0381,51,138,9.96517620745885,131,1
EQ0382,153,4059,3.998940539815059,103,1
EQ0383,63,3687,4.761800994068154,194,1
EQ0384,125,1020,7.359673912926002,412,1
EQ0385,150,2869,8.918859914418208,488,1
EQ0386,58,4211,6.133921174774449,156,1
EQ0387,58,592,4.219494132689379,97,1
EQ0388,86,1231,4.419907488061925,225,1
EQ0389,49,3621,7.108372391719665,411,1
EQ0390,170,410,0.5305735042406474,204,1
EQ0391,70,838,6.386098705868487,78,1
EQ0392,15,3341,3.8771835991928953,123,1
EQ0393,54,645,8.0448746471323,470,1
EQ0394,101,2561,1.3834110783197555,427,1
EQ0395,8,4446,6.08792153600971,217,1
EQ0396,53,4954,5.069242453918176,3,1
EQ0397,60,1904,6.60209249609966,89,1
EQ0398,108,3312,1.1161091475881992,103,1
EQ0399,5,3910,6.009845980567247,392,1
EQ0400,103,913,5.834103585615475,118,1
EQ0401,6,4224,5.826270896953623,132,1
EQ0402,109,2132,6.233132832666321,311,1
EQ0403,116,4672,6.926445403650441,95,1
EQ0404,94,4513,8.147395496967313,467,1
EQ0405,47,344,3.0632968412180364,433,1
EQ0406,99,4943,8.33796939671059,330,1
EQ0407,55,4892,5.23342898150281,142,1
EQ0408,168,371,1.232053651776146,287,1
EQ0409,52,3611,1.0562338278178025,27,1
EQ0410,144,1871,3.6752640276125774,277,1
EQ0411,13,1362,7.956521282558942,232,1
EQ0412,114,2524,7.2229688800386995,16,1
EQ0413,124,4461,7.991842164387861,58,1
EQ0414,106,1020,5.414056036195289,89,1
EQ0415,158,3530,4.68189048057716,491,1
EQ0416,147,4535,1.9007990037096976,198,1
EQ0417,145,4584,3.6178311592884596,361,1
EQ0418,120,2724,4.623183978651815,440,1
EQ0419,63,3860,1.3417040819563637,25,1
EQ0420,19,2150,2.5958135507565068,24,1
EQ0421,92,3600,6.183140293605518,393,1
EQ0422,58,1265,7.488799585272304,300,1
EQ0423,90,475,9.984301358233022,338,1
EQ0424,117,2133,9.364576647763798,266,1
EQ0425,62,245,6.604369395584319,460,1
EQ0426,23,4488,4.501856506293684,180,1
EQ0427,127,531,6.543684964728211,455,1
EQ0428,137,804,7.963690371762204,359,1
EQ0429,140,2732,1.6241938137721794,67,1
EQ0430,129,4594,4.394096452114738,494,1
EQ0431,58,1063,8.478121713538364,350,1
EQ0432,122,2334,4.146413043363918,411,1
EQ0433,1,2141,5.932786576658272,458,1
EQ0434,34,1928,6.083808928190883,490,1
EQ0435,96,2208,2.2525244047695736,320,1
EQ0436,126,4168,3.9412366956967397,48,1
EQ0437,118,1038,3.677857243048355,174,1
EQ0438,48,4905,0.7488687310546156,51,1
EQ0439,89,906,0.7298217569678749,101,1
EQ0440,117,1563,8.401121914919848,215,1
EQ0441,129,3515,3.094172694741718,437,1
EQ0442,16,110,5.421748279268747,187,1
EQ0443,69,1968,3.337892949093344,56,1
EQ0444,22,4967,9.436452828595735,46,1
EQ0445,93,984,2.9633192092248506,158,1
EQ0446,76,3664,4.581739721019884,488,1
EQ0447,154,1489,8.790937379603717,173,1
EQ0448,144,3501,8.498368884522183,241,1
EQ0449,179,4421,2.2679634695396347,281,1
EQ0450,86,924,8.12511144305925,240,1
EQ0451,29,2365,4.85277542400998,369,1
EQ0452,69,1036,5.088204284810875,4,1
EQ0453,47,2900,1.768059737951466,83,1
EQ0454,94,2653,1.2657143806926843,307,1
EQ0455,144,3945,7.4154234162507695,360,1
EQ0456,176,1896,5.216380947375348,458,1
EQ0457,85,153,4.6500816748442055,247,1
EQ0458,39,826,7.430328172197769,53,1
EQ0459,100,2836,7.772372540415542,160,1
EQ0460,33,3270,2.009627592858859,433,1
EQ0461,101,2013,6.297138920037592,421,1
EQ0462,23,1696,1.7858637816380125,410,1
EQ0463,10,2014,7.638063317275934,225,1
EQ0464,69,2566,6.741073984537826,14,1
EQ0465,100,2837,9.587838900292851,223,1
EQ0466,34,949,1.155101155386001,60,1
EQ0467,138,2209,1.042019850936916,121,1
EQ0468,147,102,3.1807772095854014,276,1
EQ0469,96,4355,2.9862039954911066,45,1
EQ0470,1,4169,2.846298591183998,452,1
EQ0471,69,4976,9.109418514949848,389,1
EQ0472,4,992,2.870688898570308,293,1
EQ0473,16,2130,3.0835223982219944,61,1
EQ0474,24,3260,7.714283492970655,85,1
EQ0475,80,2476,4.77252850328013,445,1
EQ0476,2,4775,7.878750291074222,209,1
EQ0477,128,2033,1.1209784968616598,77,1
EQ0478,160,1480,5.131926339897151,201,1
EQ0479,84,3781,0.8193292017411851,301,1
EQ0480,152,1390,1.095205432825868,396,1
EQ0481,140,1740,9.111155806771905,222,1
EQ0482,178,2782,1.822831025617154,221,1
EQ0483,163,1087,5.557996481614563,2,1
EQ0484,124,1318,4.405408224706712,477,1
EQ0485,33,1455,3.7997615994590053,5,1
EQ0486,161,4365,9.048416784029088,92,1
EQ0487,179,4716,0.7073222693671503,7,1
EQ0488,171,4235,6.806002018668097,427,1
EQ0489,101,1660,9.65224712502873,492,1
EQ0490,12,1518,5.821597742887499,234,1
EQ0491,67,1054,9.399813389314373,107,1
EQ0492,65,1083,0.9964498532172258,160,1
EQ0493,161,1074,4.478536531204533,208,1
EQ0494,168,4233,2.971499014139486,239,1
EQ0495,74,4072,7.442799167316933,330,1
EQ0496,43,1013,9.822322359723843,332,1
EQ0497,44,4649,2.937035593220354,49,1
EQ0498,29,136,6.714658714003708,10,1
EQ0499,141,3487,2.381927511217531,350,1
EQ0500,12,1811,5.870637418430294,155,1
EQ0501,95,3120,4.907358623539194,491,1
EQ0502,46,895,9.734050631499603,69,1
EQ0503,130,4136,6.281009090616433,168,1
EQ0504,35,4788,3.8203105348247783,271,1
EQ0505,81,3211,1.5839099564353671,67,1
EQ0506,90,1424,1.9368448729818784,354,1
EQ0507,8,417,2.6405108345367334,251,1
EQ0508,93,2496,2.884183282732831,47,1
EQ0509,154,2262,8.580852549490809,183,1
EQ0510,90,2845,5.831616488683987,319,1
EQ0511,162,1691,5.472213658056481,186,1
EQ0512,115,3211,1.590304282757566,89,1
EQ0513,105,4030,8.671327086819632,445,1
EQ0514,135,2096,7.366735880480595,331,1
EQ0515,58,1412,1.142849438050015,138,1
EQ0516,114,1385,7.224433423682802,356,1
EQ0517,75,4411,5.663613064755138,88,1
EQ0518,157,2483,1.2763907845943934,273,1
EQ0519,120,3339,4.853856094522237,18,1
EQ0520,164,2239,5.104614727735446,470,1
EQ0521,21,1804,2.0748581315511196,310,1
EQ0522,164,462,9.484132396502682,357,1
EQ0523,138,2704,8.57476602906629,373,1
EQ0524,101,1816,6.855712204626529,465,1
EQ0525,152,4551,4.891807829505768,153,1
EQ0526,177,4386,4.411772645052831,389,1
EQ0527,99,3838,6.684247937934065,259,1
EQ0528,36,2569,5.681602759365602,107,1
EQ0529,96,4895,1.0915945058779133,370,1
EQ0530,152,656,5.368775163318151,284,1
EQ0531,151,925,8.160834363711976,58,1
EQ0532,37,2908,4.862778837171102,124,1
EQ0533,12,4621,0.9935874867655499,353,1
EQ0534,113,2819,7.969642894148315,272,1
EQ0535,13,3608,2.4129559302917567,106,1
EQ0536,23,3841,2.9568979314363686,298,1
EQ0537,99,1674,2.064710357606811,244,1
EQ0538,105,4098,3.6370431162792265,335,1
EQ0539,30,2229,7.689139304042032,449,1
EQ0540,17,2503,5.434165665287405,417,1
EQ0541,113,3429,2.4463721044317692,246,1
EQ0542,62,688,8.839385742444389,7,1
EQ0543,84,2112,8.856027622039527,140,1
EQ0544,112,1647,8.770495037937065,361,1
EQ0545,86,394,2.768564008124623,7,1
EQ0546,141,2085,4.786773769719387,477,1
EQ0547,19,3217,9.857401733338314,351,1
EQ0548,177,1790,7.834118524944908,483,1
EQ0549,100,1236,0.7580905016428183,494,1
EQ0550,140,2164,1.1194436169746744,93,1
EQ0551,147,4555,4.907348079717162,320,1
EQ0552,76,4895,9.137591955684822,426,1
EQ0553,9,4643,5.617667080550785,38,1
EQ0554,28,4870,5.2292188263257575,80,1
EQ0555,128,1107,1.5020001495879907,186,1
EQ0556,52,2614,6.739410994880793,83,1
EQ0557,83,3626,8.309980025702142,87,1
EQ0558,111,4781,4.113990071321842,241,1
EQ0559,144,1347,7.868312583790611,341,1
EQ0560,117,4002,9.66252821205771,92,1
EQ0561,69,1535,2.4357813617130466,85,1
EQ0562,99,671,5.471631496350042,43,1
EQ0563,140,2482,3.227810601803468,136,1
EQ0564,25,1345,8.032116980821474,420,1
EQ0565,123,2184,5.987136975870996,73,1
EQ0566,53,377,6.5285329667278855,35,1
EQ0567,151,1987,8.080184516350993,100,1
EQ0568,144,4679,4.261719490293322,475,1
EQ0569,57,1365,9.193355649866911,155,1
EQ0570,39,4926,5.56377423883833,425,1
EQ0571,109,1140,2.000570816935806,254,1
EQ0572,42,1017,7.111041622603623,170,1
EQ0573,167,985,8.035982829163416,468,1
EQ0574,142,2852,3.5092359321415034,215,1
EQ0575,122,121,8.643202941488154,169,1
EQ0576,133,4669,9.10836092027478,251,1
EQ0577,163,3291,3.130592630089185,359,1
EQ0578,75,2453,9.84345399079461,321,1
EQ0579,146,4899,1.836759516463205,54,1
EQ0580,76,786,2.419148849823655,455,1
EQ0581,9,384,2.250135972761248,431,1
EQ0582,74,4911,8.992902245074768,90,1
EQ0583,145,3847,6.715779247087138,277,1
EQ0584,7,862,1.9449906906115924,100,1
EQ0585,174,2528,4.6830724744993155,154,1
EQ0586,141,2607,6.345331238163119,376,1
EQ0587,168,128,1.2929088073991413,348,1
EQ0588,170,1006,8.882955499869718,450,1
EQ0589,137,3204,8.134233586694585,363,1
EQ0590,178,4099,5.299464348978063,140,1
EQ0591,27,3094,9.68770284496212,172,1
EQ0592,122,2606,4.468729303113447,9,1
EQ0593,5,4765,9.84904803084673,227,1
EQ0594,29,3709,6.845239988634457,264,1
EQ0595,165,3653,6.5293770959124435,437,1
EQ0596,166,1553,2.0765715053099574,247,1
EQ0597,83,4933,8.878313703894118,246,1
EQ0598,136,3456,4.5611520352458435,154,1
EQ0599,109,615,2.041217354933554,33,1
EQ0600,65,138,0.6197714397697109,498,1
